financial_year,award_date,sale_type,lot_number,location,use,use_category_normalized,site_area_sqm,premium_hkd_m,cancelled,parse_confidence,development_english_name,development_address_english,csdi_lot_number,num_bids,successful_tenderer,other_bidders,latitude,longitude,sale_regime,sale_regime_source,parent_developer,max_gfa,gfa_unit,accommodation_value,av_unit,premium_crosscheck_ok,source_url,note,buyer_normalized,buyer_type,winner_source,maxgfa_source,devm_name_source,gfa_check,min_flat_count,flat_size_restriction,flat_req_special,flat_req_source,flat_req_confidence,consent_development,consent_developer,consent_status,consent_date
1998-1999,17/04/1998,tender,IL 8882,"LEIGHTON HILL, HONG KONG",R2,residential,43143,3612,,high,THE LEIGHTON HILL,2B BROADWOOD ROAD,INLAND LOT NO. 8882,6,Harsco Limited (Sun Hung Kai Properties Limited),(1) Capital Win Development Limited (Great Eagle/Nan Fung/HK Resort/Hysan/Dickson Concepts);<br/>(2) Cosmos Rich Development Limited (Henderson/New World/Hang Lung);<br/>(3) Match Power Investment Limited (Cheung Kong);<br/>(4) Silver Mate Investment Limited (Sino); and<br/>(5) Soton Company Limited (Kerry). | N.A. | N.A.,22.27590424,114.1838394,govt-led,FY rule: pre-Application-List era (List began Apr 1999),,,,,,,,,,,,,,,,,,,,The Leighton Hill,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO ASSIGN FOR RESIDENTIAL DEVELOPMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | HARSCO LIMITED,Named development,28 Oct 2000 | N.A.
1998-1999,22/04/1998,auction,FSSTL 183,"SHEK WU HUI, SHEUNG SHUI",C/R,commercial_residential_mixed,3068,330,,high,,,FANLING SHEUNG SHUI TOWN LOT NO. 183,N.A.,Hugetop Holdings Limited Company,N.A. | N.A. | N.A.,22.50486114,114.1287369,govt-led,FY rule: pre-Application-List era (List began Apr 1999),,,,,,,,,,,,,,,,,,,,Royal Jubilee,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR NON-RESIDENTIAL DEVELOPMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | HUGETOP HOLDINGS LIMITED,Named development,24 Sep 1999 | 31 Dec 2000
1998-1999,22/04/1998,auction,KIL 11108,1 PEKING RD,C,commercial,2200,1240,,high,,,,,,,,,govt-led,FY rule: pre-Application-List era (List began Apr 1999),,,,,,,,,,,,,,,,,,,,,,No consent,
1998-1999,24/04/1998,tender,NKIL 6268,WANG YUEN ST/WANG TAI RD,C,commercial,5306,361,,high,,,,,,,,,govt-led,FY rule: pre-Application-List era (List began Apr 1999),,,,,,,,,,,,,,,,,,,,One Kowloon,CONSENT TO ASSIGN FOR COMMERCIAL DEVELOPMENT | CONSENT TO SELL FOR COMMERCIAL DEVELOPMENT | RANK PROFIT INDUSTRIES LIMITED,Named development,0 | 31 Mar 2008
1998-1999,15/05/1998,tender,LOT 1140 in DD 215,CHIU TONG RD/FUI YIU LANE,MCP,transport_parking,3163,39.5,,high,,,LOT NO. 1140 IN DEMARCATION DISTRICT NO. 215,7,Global Star Estate Limited (Kilberg Development Limited),(1) City Zone Properties Limited (Lai Sun Development Company Limited);<br/>(2) Impromptu Limited (Hutchison Whampoa Properties Limited);<br/>(3) Kin Hing Concrete Company Limited;<br/>(4) Landyork Investment Limited (Nan Fung Textiles Consolidated Limited);<br/>(5) Sino Apex Holdings Limited; and<br/>(6) South Land Enterprises Limited (Tai Cheung Holdings Limited). | N.A. | N.A.,22.38024918,114.2684317,govt-led,FY rule: pre-Application-List era (List began Apr 1999),,,,,,,,,,,,,,,,,,,,,,No consent,
1998-1999,22/05/1998,tender,SIL 843,ALDRICH BAY RECLAMATION,R1,residential,7056,1677,,high,,,SHAU KEI WAN INLAND LOT NO. 843,7,Uttoxeter Limited (Swire Properties Limited/Sun Hung Kai Properties Limited/ Island Communication Enterprises Limited),(1) Freder Co. Limited (Kerry Properties Ltd./HKR International Ltd./Hysan Development Co. Ltd);<br/>(2) High Gain Holdings Limited (The Hong Kong Parkview Group Ltd.);<br/>(3) Modern Trend Development Limited (New World Development Co. Ltd./Hang Lung Development Co. Ltd.);<br/>(4) Power Key International Limited (Nan Fung Textiles Consolidated Ltd./Great Eagle Holdings Ltd.);<br/>(5) Union Winner Enterprises Limited (Henderson Land Development Co. Ltd.); and<br/>(6) Wealthy Top Holdings Limited (Cheung Kong Holdings Ltd.). | N.A. | N.A.,22.28360472,114.2246738,govt-led,FY rule: pre-Application-List era (List began Apr 1999),,,,,,,,,,,,,,,,,,,,Les Saisons,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | UTTOXETER LIMITED,Named development,29-Jul-00
1998-1999,29/05/1998,tender,NKIL 5927,SHEUNG YEE RD,IO,industrial,12594,238.8,,high,,,,,,,,,govt-led,FY rule: pre-Application-List era (List began Apr 1999),,,,,,,,,,,,,,,,,,,,,,No consent,
1998-1999,19/06/1998,tender,NKIL 6204,LAM LOK ST/SHEUNG YUET RD,IO,industrial,1889,46.8,,high,,,,,,,,,govt-led,FY rule: pre-Application-List era (List began Apr 1999),,,,,,,,,,,,,,,,,,,,Enterprise Square Two,CONSENT TO SELL FOR INDUSTRIAL DEVELOPMENT | INTERSEED COMPANY LIMITED,Named development,30-Sep-01
1998-1999,3/7/1998,tender,NKIL 6270,"CHOI HUNG RD, SAN PO KONG",PSPS,residential,35129,825,,high,,,,,,,,,govt-led,FY rule: pre-Application-List era (List began Apr 1999),,,,,,,,,,,,,,,,,,,,Rhythm Garden,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CITY TEAM DEVELOPMENT LIMITED | CONSENT TO ASSIGN FOR RESIDENTIAL DEVELOPMENT | CONSENT TO SELL FOR COMMERCIAL DEVELOPMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT,Named development,22 Nov 1999 | 25 Jan 2001 | N.A.
1998-1999,10/7/1998,tender,TKOTL 62,"AREA 65A, TSEUNG KWAN O",PSPS,residential,25101,509.29,,high,,,TSEUNG KWAN O TOWN LOT NO. 62,N.A.,N.A.,N.A. | N.A. | N.A.,22.30660833,114.2622694,govt-led,FY rule: pre-Application-List era (List began Apr 1999),,,,,,,,,,,,,,,,,,,,Bauhinia Garden,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO ASSIGN FOR RESIDENTIAL DEVELOPMENT | CONSENT TO SELL FOR NON-RESIDENTIAL DEVELOPMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | JADE CITY INTERNATIONAL LIMITED,Named development,25 Apr 2001 | 7 Oct 1999 | N.A.
1998-1999,15/07/1998,tender,SIL 839,ALDRICH BAY RECLAMATION,PSPS,residential,23414,1099,,high,,,SHAU KEI WAN INLAND LOT NO. 839,N.A.,N.A.,N.A. | N.A. | N.A.,22.28094845,114.2287871,govt-led,FY rule: pre-Application-List era (List began Apr 1999),,,,,,,,,,,,,,,,,,,,"Aldrich Garden | Aldrich Garden (60 Shops, 595 Car Parking Spaces & 1 Kindergarten)",APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO ASSIGN FOR RESIDENTIAL DEVELOPMENT | CONSENT TO SELL FOR OTHER DEVELOPMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | GOLDEN FORUM LIMITED,Named development,12 Feb 2001 | 14 Dec 1999 | N.A.
1998-1999,12/8/1998,tender,TKOTL 67,"AREA 106, TSEUNG KWAN O",OU,special_use_other,29800,78,,high,,,TSEUNG KWAN O TOWN LOT NO. 67,2,Hong Kong Movie City Company Limited,N.A. | N.A. | N.A.,22.3002639,114.2727103,govt-led,FY rule: pre-Application-List era (List began Apr 1999),,,,,,,,,,,,,,,,,,,,,,No consent,
1999-2000,20/04/1999,auction,IL8921,35 & 37 CLOUD VIEW RD,R2,residential,2494,590,,high,,,INLAND LOT NO. 8921,N.A.,Sino Land Co. Ltd.,N.A. | N.A. | N.A.,22.28615723,114.1964175,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,Sky Horizon,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | REGENT PROFIT INVESTMENT LIMITED,Named development,18-Aug-01
1999-2000,20/04/1999,auction,NKIL 6276,83 BROADCAST DRIVE,R2,residential,4272,515,,high,,,NEW KOWLOON INLAND LOT NO. 6276,N.A.,K.Wah Property Holdings Ltd.,N.A. | N.A. | N.A.,22.34196738,114.1835629,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,The Palace,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | NETRICH LIMITED,Named development,14-Dec-01
1999-2000,20/04/1999,auction,TMTL 419,"AREA 58, SIU LAM, TUEN MUN",R3,residential,19318,385,,high,,,TUEN MUN TOWN LOT NO. 419,N.A.,Nan Fung Finance Ltd.,N.A. | N.A. | N.A.,22.36370504,113.9983642,NA,,,,,,,,,,,,,,,,,,,,,Aqua Blue,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | GARION INVESTMENT LIMITED,Named development,12-Jul-02
1999-2000,10/6/1999,tender,FSSTL 195,"AREA 19, CR FANLING",& GIC,institutional_public,12212,248,,high,,,FANLING SHEUNG SHUI TOWN LOT NO. 195,6,Apex Speed Ltd. (Sino Land Co. Ltd.),(1) Fordnice Development Ltd. (Henderson Land Development Co. Ltd.);<br/>(2) Golden Promise Development Ltd. (Hon Kwok Land Investment Co. Ltd.);<br/>(3) Hung Luen Fat Ltd. (Hutchison Whampoa Ltd.);<br/>(4) Million Prospect Investment Ltd. (China Resources Enterprise Ltd.); and<br/>(5) Newise Property Ltd. (Shun Cheong Holdings Ltd.). | N.A. | N.A.,22.49991648,114.1447742,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,Grand Regentville,APEX SPEED LIMITED | APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT,Named development,26-Sep-01
1999-2000,17/06/1999,tender,NKIL 6277,"BEACON HILL ROAD, KOWLOON TONG",R3,residential,41578,3240,,high,,,NEW KOWLOON INLAND LOT NO. 6277,9,Match Power Investment Limited (Cheung Kong (Holdings) Ltd.),(1) Best Treasure Enterprises Ltd. (Nam Fung Textiles Ltd.);<br/>(2) Cititop Ltd. (Amoy Properties Ltd.);<br/>(3) Million Regal Development Ltd. (Henderson Land Development Co. Ltd.);<br/>(4) Modern Hong Kong Ltd. (Swire Properties Ltd./Island Communication Enterprises Ltd.);<br/>(5) Perfect Sun Properties Ltd. (Sino Land Co. Ltd.);<br/>(6) Praise Investments Ltd. (Citic Pacific Ltd.);<br/>(7) Silver Victory Ltd. (Sun Hung Kai Properties Ltd.); and<br/>(8) Silverland Ltd. (New World Development Co. Ltd.). | N.A. | N.A.,22.341814,114.1756415,NA,,,,,,,,,,,,,,,,,,,,,One Beacon Hill,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | MATCH POWER INVESTMENT LTD,Named development,30-Aug-02
1999-2000,29/06/1999,auction,RBL 1146,"NOS. 1-3 HOMESTEAD ROAD,THE PEAK",R3,residential,2369,265,,high,,,RURAL BUILDING LOT NO. 1146,N.A.,Profit Leader Investment Limited,N.A. | N.A. | N.A.,22.26643616,114.1518437,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,Hillsborough Court,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | PROFIT LEADER INVESTMENT LIMITED,Named development,19-May-03
1999-2000,29/06/1999,auction,KCTL 480,"KWAI LUEN ROAD, KWAI CHUNG",R1,residential,3746,470,,high,,,KWAI CHUNG TOWN LOT NO. 480,N.A.,Sunrise Investment Limited,N.A. | N.A. | N.A.,22.36155507,114.1235726,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,Horizon Place,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | SUNRISE INVESTMENT LIMITED,Named development,18-Jun-01
1999-2000,29/06/1999,auction,TPTL 167,"AREA 12, TAI PO",R3,residential,2611,44,,high,,,TAI PO TOWN LOT NO. 167,N.A.,Glory Fortune Development Limited,N.A. | N.A. | N.A.,22.43465588,114.1936698,NA,,,,,,,,,,,,,,,,,,,,,,,No consent,
1999-2000,4/8/1999,auction,RBL 1147,"No. 99 PEAK ROAD/NO.4 GOUGH HILL PATH, THE PEAK",R3,residential,2463,134,,high,"99, 101, AND 103 PEAK ROAD","99, 101, 103 PEAK ROAD",RURAL BUILDING LOT NO. 1147,N.A.,Hanvon Development Ltd.,N.A. | N.A. | N.A.,22.26565701,114.1523858,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,"Nos. 99, 101 & 103 Peak Road",APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT,Named development,
1999-2000,4/8/1999,auction,TMTL 371,"CASTLE PEAK ROAD, AREA 58, SIU LAM, TUEN MUN",R3,residential,16469,330,,high,,,TUEN MUN TOWN LOT NO. 371,N.A.,Winner Max Enterprises Ltd.,N.A. | N.A. | N.A.,22.36568417,113.9996822,NA,,,,,,,,,,,,,,,,,,,,,The Hillgrove,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | WINNER MAX ENTERPRISES LIMITED,Named development,22-Nov-01
1999-2000,4/8/1999,auction,TMTL 408,"HANG KWAI STREET, AREA 16, TUEN MUN",R1,residential,4765,320,,high,,,TUEN MUN TOWN LOT NO. 408,N.A.,Full Wealth Ltd.,N.A. | N.A. | N.A.,22.38223205,113.9724433,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,The Seacrest,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | FULL WEALTH LIMITED,Named development,26-Feb-01
1999-2000,4/8/1999,auction,LOT 1847 IN DD CHEUNG CHAU,"SAI WAN, CHEUNG CHAU",R4,residential,2130,4.5,,high,,,LOT NO. 1847 IN DEMARCATION DISTRICT CHEUNG CHAU,N.A.,Glory Treasure Properties Ltd.,N.A. | N.A. | N.A.,22.20081658,114.0214091,NA,,,,,,,,,,,,,,,,,,,,,,,No consent,
1999-2000,24/09/1999,tender,KIL 11076,"HUNG HOM BAY RECLAMATION AREA, KOWLOON",PSPS,residential,27818,583,,high,,,KOWLOON INLAND LOT NO. 11076,5,First Star Development Limited (Wai Kee Holdings Limited),(1) City Force Development Limited (New World Development Co. Limited);<br/>(2) Florentinia Limited (Paul Y. - ITC Construction Holdings Limited);<br/>(3) Great Express Limited (Chevalier International Holdings Ltd.); and<br/>(4) Kinford Enterprises Limited (Shui On Construction and Materials Limited). | N.A. | N.A.,22.30298217,114.1865889,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,Harbour Place | Harbour Place (Shops & Kindergarten) | Hunghom Peninsula,APPROVAL OF DEED OF MUTUAL COVENANT | APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | APPROVAL OF MANAGEMENT AGREEMENT | APPROVAL OF SUB-DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR COMMERCIAL DEVELOPMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | FIRST STAR DEVELOPMENT LIMITED,Named development,19 Dec 2007 | 20 Nov 2002 | 21 Aug 2002
1999-2000,14/10/1999,auction,TSWTL 27,"TIN SHUI WAI, YUEN LONG",R1,residential,14901,555,,high,,,TIN SHUI WAI TOWN LOT NO. 27,N.A.,Wisdom Choice Investment Ltd.,N.A. | N.A. | N.A.,22.4660083,114.0041117,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,Vianni Cove,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | WISDOM CHOICE INVESTMENT LIMITED,Named development,26-Nov-02
1999-2000,14/10/1999,auction,RBL 1142,ADJOINING NO. 14 SOUTH BAY ROAD,R3,residential,2267,151,,high,,,RURAL BUILDING LOT NO. 1142,N.A.,Fu Hop Investment Ltd.,N.A. | N.A. | N.A.,22.23262322,114.1984374,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,The Nautilus,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT,Named development,
1999-2000,13/12/1999,auction,KIL 11107,"HOI FAN ROAD, WEST KOWLOON RECLAMATION",R1,residential,6943,1340,,high,,,KOWLOON INLAND LOT NO. 11107,N.A.,Global Coin Ltd.,N.A. | N.A. | N.A.,22.32078035,114.1553075,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,Hampton Place,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | GLOBAL COIN LIMITED,Named development,2-Aug-02
1999-2000,13/12/1999,auction,TPTL 165,"PO AREA 38,TAI",R3,residential,14985,152,,high,,,TAI PO TOWN LOT NO. 165,N.A.,Circle World Ltd.,N.A. | N.A. | N.A.,22.43462947,114.1690061,NA,,,,,,,,,,,,,,,,,,,,,J C Castle,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT,Named development,
1999-2000,14/12/1999,tender,NKIL 6267,KING TUNG STREET NGAU CHI WAN,PSPS,residential,21560,238.8,,high,,,NEW KOWLOON INLAND LOT NO. 6267,7,Advance Planner Limited (New World Development Company Limited),(1) Citirich Investment Limited (Wai Kee Holdings Limited);<br/>(2) Citysky Limited (Leighton Asia (Holdings) Limited);<br/>(3) Luckfaith Far East Limited (Kin Wing Chinney Holdings Limited and Shun Cheong Holdings Limited);<br/>(4) Skylink Enterprises Limited (Paul Y. - ITC Construction Holdings Limited);<br/>(5) Tiger Land Development Limited (Chun Wo Holdings Limited and Hong Kong Construction (Holdings) Limited); and<br/>(6) Winpac Limited (Shui On Construction and Materials Limited). | N.A. | N.A.,22.34044676,114.2111222,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,Kingsford Terrace,ADVANCE PLANNER LIMITED | APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | APPROVAL OF DEED POLL (SUB-ALLOCATION OF UNDIVIDED AND MANAGEMENT SHARES) | APPROVAL OF SUB-DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | APPROVAL OF SUB-SUB-DEED OF MUTUAL COVENANT | CONSENT TO ASSIGN FOR RESIDENTIAL DEVELOPMENT | CONSENT TO SELL FOR COMMERCIAL DEVELOPMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT,Named development,10 Aug 2003 | 10 Oct 2002 | N.A.
1999-2000,18/01/2000,tender,RBL 1158,"Chung Hom Kok, Hong Kong",External Telecommunications Stations,telecom,2578,8,,high,,,RURAL BUILDING LOT NO. 1158,N.A.,SmarTone,N.A. | N.A. | N.A.,22.21328746,114.2051071,NA,,,,,,,,,,,,,,,,,,,,,,,No consent,
1999-2000,29/02/2000,auction,RBL 1148,"SEVERN ROAD, HONG KONG",R3,residential,13570,490,,high,,,RURAL BUILDING LOT NO. 1148,N.A.,Time Plus Ltd.,N.A. | N.A. | N.A.,22.26954105,114.1589247,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,Severn 8,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT,Named development,
1999-2000,29/02/2000,auction,SIL 845,"YIU HING ROAD, SHAUKEIWAN, HONG KONG",R1,residential,880.8,170,,high,,,SHAU KEI WAN INLAND LOT NO. 845,N.A.,Mega Royal Ltd.,N.A. | N.A. | N.A.,22.28158299,114.220685,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,No. 88 Yiu Hing Road | The Oakridge,APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | MEGA ROYAL LIMITED,Named development,14-Jan-02
1999-2000,29/02/2000,auction,Lot 736 in D.D. 332,"CHEUNG SHA, LANTAU ISLAND",R4,residential,3380,17.2,,high,,,LOT 736 IN DEMARCATION DISTRICT NO. 332,N.A.,Billion Gain Ltd.,N.A. | N.A. | N.A.,22.2355332,113.9612917,NA,,,,,,,,,,,,,,,,,,,,,,,No consent,
1999-2000,10/3/2000,tender,TSWTL 28,"AREA 111 TIN SHUI WAI,YUEN LONG",PSPS,residential,43705,404,,high,,,TIN SHUI WAI TOWN LOT NO. 28,8,Rich Score Development Ltd. ( Chun Wo Holdings Ltd.),(1) Billion Century Ltd. (Shui On Construction and Materials Ltd.);<br/>(2) City Force Development Ltd. (New World Services Ltd.);<br/>(3) Citysky Ltd. (Leighton Asia (HK) Holdings Ltd.);<br/>(4) Florentinia Ltd. (Paul Y. - ITC Construction Holdings Ltd.);<br/>(5) Gold Shine Ltd.;<br/>(6) Luckfaith Far East Ltd. (Kin Wing Chinney Holdings Ltd. and Shun Cheong Holdings Ltd.); and<br/>(7) Wealth Grand Ltd. (Chevalier International Holdings Ltd.). | N.A. | N.A.,22.46897643,114.0014458,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,Grandeur Terrace | Grandeur Terrace (Blocks 1 â€“ 6) | Grandeur Terrace (Shops),APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | APPROVAL OF SUB-DEED OF MUTUAL COVENANT | CONSENT TO ASSIGN FOR RESIDENTIAL DEVELOPMENT | CONSENT TO SELL FOR COMMERCIAL DEVELOPMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | RICH SCORE DEVELOPMENT LIMITED,Named development,12 Dec 2001 | 12 May 2003 | N.A.
1999-2000,28/03/2000,tender,AplIL 128,"AP LEI CHAU Mixed DRIVE, ABERDEEN",Development,commercial_residential_mixed,9301,739.9,,high,,,AP LEI CHAU INLAND LOT NO. 128,14,Annadale Development Limited (Sun Hung Kai Properties Limited),"(1) Able Mark Enterprises Ltd. (Cheung Kong (Holdings) Ltd.);<br/>(2) AP Properties Ltd. (Amoy Properties Ltd.);<br/>(3) Asia Leader Development Ltd. (Wai Kee Holdings Ltd.);<br/>(4) Best Treasure Enterprises Ltd. (Nan Fung Textiles Consolidated Ltd.);<br/>(5) Excellent Sky Ltd. (New World Development Co., Ltd.);<br/>(6) Fair Mind Ltd. (K. Wah International Holdings Ltd.);<br/>(7) Gain Regent Co. Ltd. (China Overseas Land & Investment Ltd.);<br/>(8) Gold Epoch Investment Ltd. (Great Eagle Holdings Ltd.);<br/>(9) Perfect Sun Properties Ltd. (Sino Land Co. Ltd.);<br/>(10) Pollywin Development Ltd. (Asia Standard International Group Ltd.);<br/>(11) Sino Eagle Ltd. (Shui On Construction and Materials Ltd.);<br/>(12) Victoria City Ltd. (Swire Properties Ltd.); and<br/>(13) Yieldway International Ltd. (Henderson Land Development Co. Ltd.). | N.A. | N.A.",22.24387589,114.1588115,govt-led,"scheduled 1999/2000 programme, LegCo paper 30Mar1999 Annex B (raw/sale_regime/programmes/legco_lsp_9900.pdf)",,,,,,,,,,,,,,,,,,,,Sham Wan Towers | Sham Wan Towers (Block 3) | Sham Wan Towers (Blocks 1 & 2),ANNADALE DEVELOPMENT LIMITED | APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT,Named development,5-Sep-03
2000-2001,25/04/2000,auction,NKIL 6275,"JUNCTION OF HING WAH STREET WEST & SHAM SHING ROAD, WEST KOWLOON RECLAMATION",R1,residential,16064,1900,,high,,,NEW KOWLOON INLAND LOT NO. 6275,N.A.,Dragon Beauty International Limited,N.A. | N.A. | N.A.,22.33460535,114.1497918,NA,,,,,,,,,,,,,,,,,,,,,"Pending - (Phase I, Towers 2, 3 & 5) | The Pacifica | The Pacifica (Phase I) | The Pacifica (Phase I) - Towers 2, 3 & 5 | The Pacifica (Phase I, Towers 2, 3 and 5) | The Pacifica (Phase II) - Towers 1, 6 & 7 | The Pacifica (Phase II, Towers 1, 6 and 7)",APPROVAL OF DEED OF MUTUAL COVENANT AND MANAGEMENT AGREEMENT | CONSENT TO ASSIGN FOR RESIDENTIAL DEVELOPMENT | CONSENT TO SELL FOR COMMERCIAL DEVELOPMENT | CONSENT TO SELL FOR RESIDENTIAL DEVELOPMENT | DRAGON BEAUTY INTERNATIONAL LIMITED,Named development,2 Feb 2004 | 24 Jul 2003 | 31 Jan 2005 | N.A.
2000-2001,25/04/2000,auction,RBL 1143,"ADJOINING NOS. 16-18 SOUTH BAY ROAD, REPULSE BAY",R3,residential,1925.2,130,,high,,,RURAL BUILDING LOT NO. 1143,N.A.,Higo Force Company Limited,N.A. | N.A. | N.A.,22.23196399,114.1983209,NA,,,,,,,,,,,,,,,,,,,,,,,No consent,
