,OBJECTID,DATASET_EN,ADDRESS_EN,SEARCH01_EN,SEARCH02_EN,NSEARCH01_EN,NSEARCH02_EN,NSEARCH03_EN,NSEARCH04_EN,NSEARCH05_EN,NSEARCH06_EN,NSEARCH07_EN,NSEARCH08_EN,NSEARCH09_EN,NSEARCH10_EN,NORTHING,EASTING,LATITUDE,LONGITUDE,LASTUPDATE,GeometryEasting,GeometryNorthing,max_item
121,122,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1 Lohas Park Road, Tseung Kwan O Area 86, New Territories",2021,NEW TERRITORIES,PR2/2021(OP),PR2/2021(OP),"Apartment with residents' recreational facilities, Covered walkway",Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021002GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021002GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021002EN.pdf,Provisional Assessment Rating: Gold (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021002RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021002OTTV.pdf,817171.0,845594.0,22.29342961,114.26737574,2024-02-28T11:23:23,845594.0,817171.0,
122,123,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Shek Kong San Tsuen, Yuen Long, New Territories",2019,NEW TERRITORIES,NT37/2019(OP),NT37/2019(OP),Residence,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019037GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,833523.0,826015.3,22.44109219,114.0772753,2024-02-28T11:23:23,826015.2999999998,833523.0,
123,124,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"12-18 Tin Wan Street, Hong Kong",2019,HONG KONG ISLAND,HK32/2019(OP),HK32/2019(OP),Apartment/Commercial,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019032GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,812309.0,833427.2000000001,22.24954559,114.14931563,2024-02-28T11:23:23,833427.2000000002,812309.0,
124,125,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1 Lohas Park Road, Tseung Kwan O Area 86, Site C1, New Territories",2021,NEW TERRITORIES,PR8/2021(OP),PR8/2021(OP),Apartment (phase F),Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021008GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021008GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021008EN.pdf,Provisional Assessment Rating: Gold (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021008RTTV.pdf,Not Applicable,817331.1,845945.7000000001,22.2948738,114.27078939,2024-02-28T11:23:23,845945.7000000002,817331.0999999996,True
125,126,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Lamma Power Station Extension, Po Lo Tsui, Lamma Island, New Territories",2020,NEW TERRITORIES,NT8/2020(OP),NT8/2020(OP),Pipe and cable rack,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020008GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,808450.7000000001,828874.0,22.2146895,114.10516208,2024-02-28T11:23:23,828874.0,808450.6999999993,
126,127,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Pok Fu Lam Road, Hong Kong (International Culinary Institute (ICI) of Vocational Training Council)",2018,HONG KONG ISLAND,HK4/2018(OP),HK4/2018(OP),School,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018004GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018004GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018004EN.pdf,Provisional Assessment Rating: Silver (as at OP),Not Applicable,Not Applicable,813580.6,832031.8,22.26102632,114.13577467,2024-02-28T11:23:23,832031.7999999998,813580.5999999996,
127,128,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"3 A Kung Ngam Village Road, Hong Kong",2022,HONG KONG ISLAND,HK3/2022(OP),HK3/2022(OP),Hospital,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022003GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022003GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022003EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,815922.0,841953.3,22.28216666,114.23204069,2024-02-28T11:23:23,841953.2999999998,815922.0,True
128,129,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"No. 1 Lohas Park Road, Tseung Kwan O Area 86, Site J, Tseung Kwan O, New Territories",2021,NEW TERRITORIES,PR6/2021(OP),PR6/2021(OP),Apartment with residents' recreational facilities (phase 2),Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021006GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021006GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021006EN.pdf,Provisional Assessment Rating: Gold (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021006RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2021006OTTV.pdf,817094.1,845718.2000000001,22.29273446,114.26858039,2024-02-28T11:23:23,845718.2000000002,817094.0999999996,
129,130,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Junction Of Fuk Hi Street and Fuk Shun Street, Yuen Long Industrial Estate, Yuen Long, New Territories",2018,NEW TERRITORIES,NT74/2018(OP),NT74/2018(OP),Industrial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018074GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,835840.4,820362.9,22.46197535,114.02234298,2024-02-28T11:23:23,820362.9000000004,835840.4000000004,False
130,131,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"3 Fuk Cheung Street, Kowloon",2019,KOWLOON,KN23/2019(OP),KN23/2019(OP),School extension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019023GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,820599.3,837248.4,22.32441483,114.18639006,2024-02-28T11:23:23,837248.4000000004,820599.3000000007,
131,132,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"130 Hip Wo Street, Kowloon",2018,KOWLOON,KN14/2018(OP),KN14/2018(OP),Plant room,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018014GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,820381.8,841591.5,22.32244255,114.22854473,2024-02-28T11:23:23,841591.5,820381.8000000007,
132,133,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"2 Hung Yuen Road, Hung Shui Kiu, New Territories 5.1.5/(2)",2023,KOWLOON & NEW TERRITORIES,NT2/2023/OP,NT2/2023/OP,Single family house Apartment with residents' recreational facilities Transformer building Single family house,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023002GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023002GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023002EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023002RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023002OTTV.pdf,833225.7000000001,817627.1,22.43833593,113.99579294,2024-02-28T11:23:23,817627.0999999996,833225.6999999993,True
133,134,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Hong Kong International Airport, Chek Lap Kok, Lantau Island, New Territories C.L.K.L. 1 R.P. and the Ext. thereto 9.5.1/(1)",2022,KOWLOON & NEW TERRITORIES,NT57/2022/OP,NT57/2022/OP,Industrial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2022057GFACe.pdf,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,819031.5,809568.7000000001,22.31005,113.91775,2024-02-28T11:23:23,809568.7000000002,819031.5,True
134,135,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Land near the junction of Hing Fat Street and Victoria Park Road, Hong Kong S.T.T. No. EHX 507",2021,HONG KONG ISLAND,HK4/2021(OP),HK4/2021(OP),TempleLavatory,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021004GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,816263.9,837620.7000000001,22.28526292,114.19000014,2024-02-28T11:23:23,837620.7000000002,816263.9000000004,False
135,136,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Siu Lam, Tuen Mun, New Territories S.T.T. 1251",2020,NEW TERRITORIES,NT87/2020(OP),NT87/2020(OP),Drug rehabilitationcentre extensionUnderground sewagetreatment tank,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020087GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,825623.5,819418.8,22.36970352,114.01327804,2024-02-28T11:23:23,819418.7999999998,825623.5,
136,137,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"55 Lei Muk Road, Kwai Chung, New Territories",2018,NEW TERRITORIES,NT36/2018(OP),NT36/2018(OP),Industrial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018036GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018036EN.pdf,Unclassified,Not Applicable,Not Applicable,825573.5,832062.0,22.36932938,114.13603636,2024-02-28T11:23:23,832062.0,825573.5,
137,138,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"330 Lockhart Road, Hong Kong",2020,HONG KONG ISLAND,HK12/2020(OP),HK12/2020(OP),Hotel/Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020012GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020012EN.pdf,Provisional Assessment Rating: Silver (as at OP),Not Applicable,Not Applicable,815550.7000000001,836418.2000000001,22.27882319,114.17833221,2024-02-28T11:23:23,836418.2000000002,815550.6999999993,
138,139,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"56 Queen's Road Central, Hong Kong",2019,HONG KONG ISLAND,HK69/2019(OP),HK69/2019(OP),Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019069GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,815936.3,834108.0,22.28230324,114.15591535,2024-02-28T11:23:23,834108.0,815936.3000000007,
139,140,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Po Lo Tsui, Lamma Island, New Territories",2020,NEW TERRITORIES,NT27/2020(OP),NT27/2020(OP),Main station building,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020027GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,808370.1,828828.2000000001,22.21396156,114.10471816,2024-02-28T11:23:23,828828.2000000002,808370.0999999996,
140,141,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"7 Headland Road, Hong Kong",2019,HONG KONG ISLAND,HK8/2019(OP),HK8/2019(OP),Apartment,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019008GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019008GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019008EN.pdf,Unclassified,Not Applicable,Not Applicable,809812.0,838490.5,22.22699734,114.19843192,2024-02-28T11:23:23,838490.5,809812.0,
141,142,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8 Fuk Chak Street, Kowloon",2021,KOWLOON,KN18/2021(OP),KN18/2021(OP),Apartment/Commercial with residents' recreational facilities,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021018GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021018EN.pdf,Provisional Assessment Rating: Gold (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021018RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021018OTTV.pdf,820177.8,834680.8,22.3206075,114.16146932,2024-02-28T11:23:23,834680.7999999998,820177.8000000007,
142,143,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Ngan Ying Road, Clear Water Bay, Sai Kung, New Territories D.D. 229 Lot 244",2021,NEW TERRITORIES,NTS1/2021(OP),NTS1/2021(OP),Single family house,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NTS2021001GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,821420.0,845121.9,22.33180294,114.2628178,2024-02-28T11:23:23,845121.9000000004,821420.0,
143,144,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1 Sports Road, Hong Kong",2020,HONG KONG ISLAND,HK2/2020(OP),HK2/2020(OP),UPS room and ancillary accommodation,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020002GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,814746.3,836805.0,22.27155827,114.18208464,2024-02-28T11:23:23,836805.0,814746.3000000007,
144,145,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"12 & 18 Chak Cheung Street, Sha Tin, New Territories",2019,NEW TERRITORIES,NT81/2019(OP),NT81/2019(OP),Outdoor cable trench,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019081GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,830103.2000000001,839828.6,22.41023612,114.21145565,2024-02-28T11:23:23,839828.5999999996,830103.1999999993,
145,146,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"2 Headland Road, Hong Kong",2020,HONG KONG ISLAND,HK52/2020(OP),HK52/2020(OP),Apartment with residents'recreational facilities,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020052GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020052GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020052EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020052RTTV.pdf,Not Applicable,809715.3,838690.0,22.22612374,114.20036681,2024-02-28T11:23:23,838690.0,809715.3000000007,
146,147,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Tin Kwai Road, Tin Shui Wai, Yuen Long, New Territories",2018,NEW TERRITORIES,NT35/2018(OP),NT35/2018(OP),Changing room,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018035GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,836141.1,818482.8,22.46467221,114.00407237,2024-02-28T11:23:23,818482.7999999998,836141.0999999996,
147,148,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"9 Yi Tung Road, Tung Chung, New Territories",2020,NEW TERRITORIES,NT26/2020(OP),NT26/2020(OP),Hotel,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020026GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020026GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020026EN.pdf,Provisional Assessment Rating: Silver (as at OP),Not Applicable,Not Applicable,817395.1,812491.0,22.29531474,113.94613542,2024-02-28T11:23:23,812491.0,817395.0999999996,
148,149,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Southern and Northern Runways, Hong Kong International Airport, Chek Lap Kok, Lantau Island, New Territories",2018,NEW TERRITORIES,NT46/2018(OP),NT46/2018(OP),Metal supporting tower,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018046GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,818676.0,809381.9,22.30683668,113.91594282,2024-02-28T11:23:23,809381.9000000004,818676.0,
149,150,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"18 Che Kung Miu Road Shatin, N.T. 7.5.9/(19)",2022,KOWLOON & NEW TERRITORIES,PR9/2022/OP,PR9/2022/OP,Apartment with residents' recreational facilities (phase 2),Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022009GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022009GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022009EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022009RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/PR2022009OTTV.pdf,824640.6,835710.3,22.36091,114.17146,2024-02-28T11:23:23,835710.2999999998,824640.5999999996,True
